"id","created","modified","rating","text","venueid","venuename","agentid","agentname","invite_id"
299635,"2018-01-15 14:03:03.554","2018-01-15 14:03:21.895",5,"Annas fenomenala insats gjorde vår bostadsaffär till en fröjd",3669585,"Våningen & Villan Lund",1221,"Anna Ahlström",1641641
306311,"2018-02-04 13:18:15.7","2018-02-04 13:18:16.827",5,"Mycket trevligt bemötande, kunnig och hjälpsam ",3549970,"HusmanHagberg Nacka",,,1665166
295624,"2018-01-01 18:44:48.647","2018-01-01 18:45:13.2",5,"Duktig mäklare! Patrik är både lyhörd och hjälpsam. Rekommenderas!",3616879,"Våningen & Villan Malmö",2303,"Patrik Truedsson",1566395
295641,"2018-01-02 05:24:18.584","2018-01-02 05:24:48.022",5,"Mycket bra bemötande, man känner sig trygg och väl omhändertagen. ",4013495,"HusmanHagberg Karlstad",,,1573210
295760,"2018-01-02 14:27:30.112","2018-01-02 14:28:20.353",1,"Fick mycket gott första intryck av V&V. Mycket imponerad av homestylingtjänsten. Mäklaren Mikaela Thulin som först gjorde gott första intryck, raserade tyvärr helhetsbilden. Genom att inte kontrollera fakta om lägenhetens storlek, gick hon ut själv först ut med lägre prisnivå än vi avtalat och då bostadsytan blev diskuterbar medförde en försäljning att både jag som säljare och köparen blev missnöjda över priset.",4020527,"Våningen & Villan Malmö City",1220,"Michaela Thulin",1590266
295764,"2018-01-02 14:40:24.79","2018-01-02 14:40:26.093",5,"Bra bemötande och utmärkt service! ",4013503,"HusmanHagberg Gällivare",,,1611688
295842,"2018-01-03 05:55:11.77","2018-01-03 05:55:25.568",5,"Michaela har skött sitt uppdrag på ett mycket proffsigt sätt och vi vill ge henne våra bästa rekommendationer.",1831634,"Erik Olsson Fastighetsförmedling Göteborg",1640,"Michaela Löfgren",1614985
296344,"2018-01-04 15:43:03.869","2018-01-04 15:43:34.675",5,"Jag tycker att Ann-Chatrin har skött sig alldeles utmärkt.",4013495,"HusmanHagberg Karlstad",,,1611118
296411,"2018-01-04 20:45:58.747","2018-01-04 20:46:34.34",5,"Jag är otroligt nöjd med Michaelas jobb. Hon sålde min lägenhet på nolltid och överträffade mina förväntningar vad gäller utfallet av försäljningen - trots en lite orolig marknad.  Profesionell, kompetent, handlingskraftigt och trevlig som person. Jag kan varmt rekommendera Michaela om ni letar efter en mäklare.
",1831634,"Erik Olsson Fastighetsförmedling Göteborg",1640,"Michaela Löfgren",1614984
296730,"2018-01-06 09:42:37.876","2018-01-06 09:42:46.133",5,"Nenad var professionell under hela försäljningsprocessen och jag kände att han tog hand om mig som köpare. Väldigt tydlig, hjälpsam, tillmötesgående och dedikerad. Kan varmt rekommendera honom. ",3549962,"HusmanHagberg Haninge Västerhaninge",4913,"Nenad Markovic",1621523
296906,"2018-01-07 19:54:33.282","2018-01-07 19:54:58.001",5,"Professionell och kunnig mäklare med juridiska kunskaper. 
Trevlig och pålitlig, återkopplar alltid, en bra bollplank för diskussioner.

Informativ och hårt arbetande människa, ihärdig och visionär.",3549962,"HusmanHagberg Haninge Västerhaninge",4913,"Nenad Markovic",1621517
296950,"2018-01-08 08:09:33.222","2018-01-08 08:09:56.849",5,"Han var mycket duktig och ambitiös.",3549962,"HusmanHagberg Haninge Västerhaninge",4913,"Nenad Markovic",1621522
297020,"2018-01-08 10:11:54.174","2018-01-08 10:11:56.858",5,"Enbart positiv upplevelse av HusmanHagberg i Täby! Victor Isaksson var proffsig, trevlig, flexibel och lättillgänglig. Vid frågor och osäkerheter svarade Victor snabbt på både mail och telefon, vilket gjorde att hela försäljningen kändes trygg.

Även att Victor hjälpte till med potentiella objekt för köp var ett trevligt plus i kanten, vilket ytterligare höjde betyget.

Vi kan varmt rekommendera Victor på HusmanHagberg.",3549979,"HusmanHagberg Täby",,,1622738
297021,"2018-01-08 10:11:56.546","2018-01-08 10:12:04.052",5,"Victor på Husman Hagberg i Täby levde upp till alla förväntningar vi hade. Han var rak och tydlig. ",3549979,"HusmanHagberg Täby",,,1622712
297026,"2018-01-08 10:15:40.342","2018-01-08 10:15:57.314",5,"Professionellt och personligt. ",3549979,"HusmanHagberg Täby",,,1622757
297027,"2018-01-08 10:17:33.28","2018-01-08 10:17:56.844",5,"Väldigt bra mäklare. Väldigt nöjd.",3549979,"HusmanHagberg Täby",,,1622817
297032,"2018-01-08 10:26:14.346","2018-01-08 10:26:56.501",5,"Engagerad och förtroendeingivande mäklare med tydlig målbild.

Gav detaljerad information före, under och efter säljprocessen.

Kontinuerlig återkoppling från mäklaren gjorde att vi kände vi hade kontroll på försäljningen, utan några obehagliga överraskningar.",3549979,"HusmanHagberg Täby",,,1622761
297035,"2018-01-08 10:29:59.625","2018-01-08 10:30:03.888",5,"Toppen! Bra på alla sätt o vis o hade stort tålamod med oss. ",3549974,"HusmanHagberg Södermalm & Gamla Stan",405,"Jerry Johnsson",1622848
297038,"2018-01-08 10:37:39.78","2018-01-08 10:37:56.44",5,"                                                                                           ",3549979,"HusmanHagberg Täby",,,1622721
297039,"2018-01-08 10:38:07.276","2018-01-08 10:38:57.242",5,"Jag är jätte nöjd , allt har funkat problem fritt ",3549979,"HusmanHagberg Täby",,,1622754
297052,"2018-01-08 11:08:52.975","2018-01-08 11:08:57.183",5,"Mycket bra, seriös och noggrann mäklare. Allt gick smidigt och jag är mycket nöjd med mäklarens råd och slutpriset. Thomas är en riktig bra mäklare på alla sätt!",3549979,"HusmanHagberg Täby",,,1622808
297055,"2018-01-08 11:13:50.268","2018-01-08 11:13:57.282",5,"Redan vid första kontakten med min mäklare fick jag ett mycket bra intryck.
Hon var trevlig, positiv och professionell.
Försäljningen sköttes på ett fantastiskt sätt.
Jag blev informerad om försäljning proceduren och tips om vad jag kunde bidra med.
Jag blev informerad och kände mig delaktig på ett mycket bra sätt under hela försäljningen.

Anna-Carin Nilsson är personlig, glad, seriös, kunnig och hade full kontroll under hela försäljningen.
Jag kan verkligen rekommendera henne. 
",3549980,"HusmanHagberg Upplands Väsby",,,1567952
297089,"2018-01-08 12:21:08.573","2018-01-08 12:21:56.895",3,"Bra bemötande tycker vi.                      :<)
",3549979,"HusmanHagberg Täby",,,1622740
297102,"2018-01-08 12:56:16.575","2018-01-08 12:56:56.888",5,"Trevligt och förtroendeingivande.",3549979,"HusmanHagberg Täby",,,1622705
297110,"2018-01-08 13:16:02.885","2018-01-08 13:16:04.037",4,"Bra bemötande, dock lite sen med information osv.",3549979,"HusmanHagberg Täby",,,1622736
297111,"2018-01-08 13:16:47.207","2018-01-08 13:16:57.25",5,"Proffsigt bemötande med god tillit. Bra tillgänglighet ",4013496,"HusmanHagberg Karlskrona",4917,"Ida Ivarsson",1622438
297115,"2018-01-08 13:38:18.35","2018-01-08 13:38:56.98",5,"Victor Isaksson mäklare i Täby får 10+ poäng av mig. Han verkligen gjorde sitt bästa att hjälpa mig för att få lägenheten i Täby såld, vilket han gjorde. Hans bemötande mot mig var all förväntan det bästa.  Jag är tacksam att jag fick honom som mäklare. Med vänlig hälsning Raija Andersin",3549979,"HusmanHagberg Täby",,,1622799
297120,"2018-01-08 13:48:19.621","2018-01-08 13:48:57.245",5,"Ett proffsigt bemötande, hjälpsam och har snabb återkoppling",3549974,"HusmanHagberg Södermalm & Gamla Stan",405,"Jerry Johnsson",1622840
297138,"2018-01-08 14:18:17.686","2018-01-08 14:18:57.25",4,"Vi fick förtroende för mäklaren. Hon gjorde ett bra jobb som vi blev mycket nöjda med. Nu har vi flyttat in den nya lägenheten",3549979,"HusmanHagberg Täby",,,1622763
297145,"2018-01-08 14:28:34.625","2018-01-08 14:28:56.877",4,"Engagerad och tillgängliga.
Trevligt med personlig kontakt",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623798
297150,"2018-01-08 14:42:28.476","2018-01-08 14:42:57.469",5,"Vi var väldigt glada att ha träffat Nenad och att han hjälpte oss med inköp av bostad. Nenad var mycket trevligt, väl medveten om sitt arbete, gav mycket information som var användbar för att köpa ett hem. Han är en professionell som jag skulle rekommendera till mina vänner och släktingar.",3549962,"HusmanHagberg Haninge Västerhaninge",4913,"Nenad Markovic",1621520
297167,"2018-01-08 15:06:29.007","2018-01-08 15:06:57.197",5,"Supertrevlig, lätt att nå, professionell, ihärdig och hör inte av sig mer än nödvändigt.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624169
297173,"2018-01-08 15:11:56.678","2018-01-08 15:12:04.057",5,"Erika lever upp mycket väl till min förväntan. Återkommer snabbt och är kunnig. Jag är mycket nöjd.  ",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624226
297184,"2018-01-08 15:30:02.114","2018-01-08 15:30:03.925",5,"En ärlig mäklare, vi har sålt 2 bostäder med henne till rekordpris båda gångerna, suveränt kundvård, klara direktiv från början med tydliga deadlines etc. Rekommenderar henne varmt 👍👍",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624286
297187,"2018-01-08 15:31:44.744","2018-01-08 15:31:57.241",5,"Erika var fantastisk under hela köp-processen, trevlig och kunnig vid varje möte. Hon svarade snabbt och tydligt på frågor och beskrev kontinuerligt hur allt skulle gå till. Jag har endast positiva saker att säga om min upplevelse och kommer använda mig av samma mäklare vid försäljning.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624244
297191,"2018-01-08 15:34:45.706","2018-01-08 15:34:56.997",5,"Otroligt duktig, proffsig, trevlig, ödmjuk och noggrann. Trots att hon inte var vår mäklare kände vi oss väldigt trygga med köpet.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624283
297210,"2018-01-08 16:17:51.889","2018-01-08 16:17:56.861",5,"Vänlig,proffsig,visste vad hon pratade om ställde alltid uppbändes ärlig och korrekt.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624245
297220,"2018-01-08 16:34:05.578","2018-01-08 16:34:57.17",5,"‌Hon är en trevlig, smart,duktig och kunnig mäklare. Vi litade på henne. Hon var väldigt profossionell och tog hand om vår bostad på ett bra sätt. Vi tackar henne och redan rekomenderat henne till våra bekanta och kompisar. 
Mvh
Elahe Rashedi",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624295
297232,"2018-01-08 16:51:27.773","2018-01-08 16:51:57.311",4,"Bra! Kunnig och förstod oss. Erfaren och trygg",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623805
297255,"2018-01-08 17:43:45.171","2018-01-08 17:43:57.24",5,"Trevlig, glad och tillmötesgående. Ingav förtroende.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624197
297256,"2018-01-08 17:44:22.972","2018-01-08 17:44:57.01",5,"Mycket bra. Bästa betyget. Väldigt trevlig. Väldigt kunnig. Bra kommunikation. ",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623793
297252,"2018-01-08 17:32:21.91","2018-01-08 17:32:56.534",5,"Bemötandet från Jerry Johnssons sida har jag upplevt som mycket positivt: professionellt, korrekt och vänligt. Har anlitat honom vid två försäljningar samt som ""skrivtjänst"" i samband med ett köp. Därmed vill jag också säga att jag gärna  rekommenderar honom till familj o vänner som behöver anlita mäklare.",3549974,"HusmanHagberg Södermalm & Gamla Stan",405,"Jerry Johnsson",1622849
297260,"2018-01-08 18:16:41.609","2018-01-08 18:16:57.238",5,"Erikas bemötande och engagemang är vänligt, klarsynt och proffesionellt. ",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624212
297263,"2018-01-08 18:40:47.158","2018-01-08 18:40:56.882",5,"mycket nöjd med allt. vi har inget att klaga på",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623803
297280,"2018-01-08 19:40:17.476","2018-01-08 19:40:56.941",4,"Jag är mkt nöjd med bemötande oäunder hela köpprocesseb. Erika hade semester men tog sig ändå tid att prata och mejla med mig så att köpet kunde genomföras. ",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624225
297287,"2018-01-08 20:01:42.712","2018-01-08 20:01:56.433",5,"Erika är en mycket kompetent och ambitiös mäklare. Hon värnar om sina kunder och vill att alla ska vara nöjda. Hon är Proffsig i sin position och alltid kontaktbar. Vi tvekade aldrig på att hon var den rätt för att sälja vår lägenhet. ",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624184
297288,"2018-01-08 20:07:43.052","2018-01-08 20:08:57.218",5,"Erika utstrålar den säkerhet och trygghet som behövs när man ska genomföra en av de största affärerna man gör i livet. Det är viktigt att känna trygghet och tillit till den som ska få uppdraget.
Erika är personlig och har ett mycket trevligt bemötande. Hon är kunnig som mäklare och tar reda på vad man som kund har för önskemål för att känna sig nöjd när affären är klar. 
Vi känner oss nöjda som valde Erika som mäklare!",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624180
297298,"2018-01-08 20:31:45.06","2018-01-08 20:31:56.947",5,"Erika gav oss ett professionellt intryck genom hela försäljningsprocessen av vår lägenhet. Hon fick oss ständigt att känna oss oerhört trygga, nöjda och väl bemötta. Kan varmt rekommendera Erika som mäklare! ",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624267
297313,"2018-01-08 21:34:12.376","2018-01-08 21:34:57.24",5,"Mkt bra! Proffsigt o samtidigt personligt.",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623782
297319,"2018-01-08 22:19:22.667","2018-01-08 22:19:57.242",4,"111111111111111111
En av dem 
bästa 
mäklare
 :)",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624235
297336,"2018-01-09 07:19:56.499","2018-01-09 07:20:04.084",5,"Det har känts tryggt att ha henne. Det känns som att hon verkligen vill hjälpa till att få allt rätt och det är lätt att få tag i henne vid eventuella frågor. ",3549979,"HusmanHagberg Täby",,,1622719
297377,"2018-01-09 09:27:11.676","2018-01-09 09:27:57.041",3,"Erikas bemötande var engagerat och professionellt. Vårt intryck av Erika är positivt. 
Hon deltog dock inte  själv vid alla möten och visningar. 
Resultatet av försäljningen blev något sämre än förväntats av Erika och oss. 
",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624282
297395,"2018-01-09 10:10:08.376","2018-01-09 10:10:56.897",5,"Jag fick ett bra och sympatiskt möte med Monica. Trevlig och tillmötesgående när jag var och tittade på lägenheten, som jag också köpte genom henne. 
Tryggt möte på mäklarkontoret när papper skulle skrivas på  och gås igenom. Bra information av henne och hon är också  mycket hjälpsam.",4013428,"HusmanHagberg Umeå",4696,"Monica Norrgård",1625015
297415,"2018-01-09 11:23:53.174","2018-01-09 11:23:57.225",5,"Erika är en person med hög integritet vilket vi uppskattade i samband med vår försäljning av hus samt en kunnig mäklare och en varm person som jag skulle rekomendera till alla jag känner som vill sälja eller köpa rn bostad.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624250
297442,"2018-01-09 12:50:18.008","2018-01-09 12:50:23.944",5,"Bra och informativ säljare. Ordning och reda.",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623796
297450,"2018-01-09 13:06:28.773","2018-01-09 13:07:04.073",5,"Michael har två gånger mäklat vid försäljning åt mig med utmärkt resultat och gott bemötande. Skulle anlita igen.",1565352,"Svenska Mäklarhuset Kungsholmen",3057,"Michael Schlumpf",1627606
297458,"2018-01-09 13:23:50.022","2018-01-09 13:24:04.035",5,"Proffesionell och lättsam, följde upp alla steg bra. Vi kände oss trygga med Magnus.",3673341,"Svenska Mäklarhuset Uppsala",4283,"Magnus Nilsson",1627369
297474,"2018-01-09 14:19:11.393","2018-01-09 14:19:23.93",5,"Magnus har visat stort intresse och varit till stor hjälp vid försäljningen av lgh. Han har jobbat hårt trots lite kärvare läge på bostadsmarknaden. Han har varit lätt att nå på mobilen och i de fall han inte har svarat direkt har han alltid hört av sig senare. Jag har bara positiva erfarenheter av honom som person och det arbete han har utfört.",3673341,"Svenska Mäklarhuset Uppsala",4283,"Magnus Nilsson",1627367
297478,"2018-01-09 14:37:08.103","2018-01-09 14:37:26.196",5,"Lätt att lära känna, öppen, tydlig, kompetent, rak och ärlig, rolig",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624211
297515,"2018-01-09 16:56:24.493","2018-01-09 16:56:25.947",4,"Mäklaren levde upp till mina förväntningar! Mycket trevlig och duktig inom området. Han var bra på att lyssna in mina önskemål och det kändes som att han hade ett genuint intresse av att hitta rätt lägenhet för mig. Uppskattar även kontakten under hela processen - jag fick tid till att reflektera och han fanns alltid ett samtal bort. Mina enda kommentarer jag har är att det stod att det skulle finnas värmegolv i badrummet, vilket vi vid kontraktsskrivningen fick reda på inte stämde. Det uppstod även komplikationer gällande ägarstrukturen utifrån brfs styrelsekrav. Efter vi personligen förhandlat med ordförande löste det sig dock. Detta var ingen större fara, mycket nöjd i allmänhet! ",3549979,"HusmanHagberg Täby",,,1622725
297539,"2018-01-09 19:00:27.588","2018-01-09 19:01:09.153",4,"Hon jobbar väldigt proffsig och har bra kunskap om sitt yrke.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624181
297566,"2018-01-09 20:53:09.906","2018-01-09 20:53:25.152",4,"För det första var det vår första köp av lägenhet via mäklare. Vi köpte ett hus via mäklare och kommunens speciella kö för lärlingsbyggen och dessa två går inte att jämföra. 

Enligt min bedömning är Monica en seriös och erfaren mäklare och vi kom till ett avslut som vi accepterade liksom även köparen gjorde.",4013428,"HusmanHagberg Umeå",4696,"Monica Norrgård",1625022
297577,"2018-01-09 22:21:48.007","2018-01-09 22:22:09.517",5,"Trevlig mäklare som snabbt svarat på mina frågor.",3549979,"HusmanHagberg Täby",,,1622697
297589,"2018-01-10 07:15:34.552","2018-01-10 07:16:11.324",5,"Erika är en mycket kompetent mäklare.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624297
297640,"2018-01-10 08:44:10.718","2018-01-10 08:44:12.938",5,"Peter Jevenko är snabb, korrekt, artig och lyhörd. Jag upplever honom som väldigt proffsig. Den bästa mäklaren helt enkelt!",4013428,"HusmanHagberg Umeå",4697,"Peter Jevenko",1630013
297665,"2018-01-10 09:05:26.719","2018-01-10 09:05:32.035",3,"Jag fick ett gott bemötande och min mäklare var alltid trevlig och informativ. ",3549970,"HusmanHagberg Nacka",,,1582484
297886,"2018-01-10 13:00:59.489","2018-01-10 13:01:11.349",5,"Väldigt trevlig och duktigt är Mathias.",3549995,"HusmanHagberg Malmö",5099,"Mathias Johansson",1632371
297705,"2018-01-10 09:29:42.843","2018-01-10 09:30:11.357",5,"Är mycket nöjd över bemötandet jag fått, aktiv kontakt hela vägen genom, och trovärdig hjälp. Det har känts tryggt att göra ett bostadsköp via HusmanHagberg.",4013495,"HusmanHagberg Karlstad",,,1630985
297719,"2018-01-10 09:37:31.339","2018-01-10 09:38:11.852",5,"Väldigt kunnig mäklare,samt väldigt lätt att samarbeta med väldigt nöjd med allt,kan verkligen rekomendera denna mäklare",4013428,"HusmanHagberg Umeå",4697,"Peter Jevenko",1630014
297750,"2018-01-10 10:16:44.27","2018-01-10 10:17:11.928",5,"Är extremt nöjd med mäklaren samt hur hela affären genomfördes. Kan varmt rekomendera Husman & Hagberg",3549979,"HusmanHagberg Täby",,,1622776
297759,"2018-01-10 10:27:10.401","2018-01-10 10:27:11.04",5,"Proffsigt och kunnigt! Gav bra feedback och råd under försäljningen.",3549979,"HusmanHagberg Täby",,,1622785
297760,"2018-01-10 10:27:16.926","2018-01-10 10:27:32.362",5,"Jonas har under hela tiden varit mycket professionell, agerat snabbt, och möjliggjort en lyckat försäljning till gagn för oss då vi hade en strulig köpare. Bra rådgivning och fingertoppskänsla gjorde att Jonas höll kontakten och intresset uppe för andra köpare, varav en som vi snabbt kunde slutföra affären med när köpare 1 hoppade av p.g.a skiljda åsikter kring ansvar för punkter efter en besiktning. Jonas var mycket viktig med sin rådgivning och kunskap i denna process. Sammantaget är vi mycket nöjda med Jonas arbete och även nöjd med det slutpris vi fick i försäljningen. ",4013428,"HusmanHagberg Umeå",4690,"Jonas Andersson",1631660
297764,"2018-01-10 10:29:39.841","2018-01-10 10:30:11.901",5,"Allt har varit kanon...smidigt, engagerat och kunnigt",4013428,"HusmanHagberg Umeå",4690,"Jonas Andersson",1631644
297819,"2018-01-10 11:27:37.016","2018-01-10 11:28:11.851",3,"Ej fullt påläst kring objekt. Svår att få tag på och svarar på mail med fördröjning.",3549979,"HusmanHagberg Täby",,,1622792
297836,"2018-01-10 11:53:36.134","2018-01-10 11:54:12.043",5,"Vi är jätte nöjda med Jonas Andersson. Trevlig, lätt att ha att göra med. Lätt att få tag på och svarar på alla ens tänkbara frågor. ",4013428,"HusmanHagberg Umeå",4690,"Jonas Andersson",1631640
297838,"2018-01-10 11:55:52.124","2018-01-10 11:56:11.417",5,"Ett gott och proffsigt  uppträdande ,  raka svar utan omskrivningar,  ",4013428,"HusmanHagberg Umeå",4690,"Jonas Andersson",1631653
297867,"2018-01-10 12:29:15.445","2018-01-10 12:29:22.515",5,"Vi är mycket nöjda med allt från bemötande till allt runt köpet av vår bostad.",3549979,"HusmanHagberg Täby",,,1622813
297878,"2018-01-10 12:52:02.805","2018-01-10 12:52:11.922",5,"Ödmjuk och lyhörd, lyssnar på vad jag som kund behöver. Proffsig och alltid tillgänglig för stöd och support.",3549995,"HusmanHagberg Malmö",5099,"Mathias Johansson",1632388
297883,"2018-01-10 12:56:54.308","2018-01-10 12:57:12.011",4,"Bra engagerad och snabba återkopplingar",4013428,"HusmanHagberg Umeå",4690,"Jonas Andersson",1631655
297889,"2018-01-10 13:06:13.793","2018-01-10 13:06:22.502",4,"Hon kan sitt jobb bra och har bra kunskap om sitt yrke.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624178
297931,"2018-01-10 14:02:38.166","2018-01-10 14:03:12.332",5,"Mycket nöjd.Väldigt duktig och professionell mäklare.",4013495,"HusmanHagberg Karlstad",,,1630986
297955,"2018-01-10 14:24:26.589","2018-01-10 14:25:12.14",4,"Han var jättetrevlig och bra men jag tyckte han försökte stressa på processen lite för mycket (vet att det ingår i hans jobb att försöka sälja så fort som möjligt) men vi tyckte det blev lite jobbigt då vi ville ha lite betänketid innan vi bestämde oss. Men det är det enda vi kan klaga på, annars jätteproffesionell! ",3673341,"Svenska Mäklarhuset Uppsala",4283,"Magnus Nilsson",1627371
297994,"2018-01-10 15:21:44.202","2018-01-10 15:22:12.064",4,"Erika är väldigt proffesionell och lever upp till mina förväntningar. Återkopplar bra och kommer med innovativa lösningar i en trög bostadsmarknad. ",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624200
298008,"2018-01-10 15:40:16.691","2018-01-10 15:40:23.107",5,"Seriös. Lätt att få kontakt med. Kunnig",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624272
298031,"2018-01-10 16:10:42.589","2018-01-10 16:11:12.156",5,"Det har gått flera månader sedan jag samarbetade med E. Minns ändå tydligt det goda intryck hon gjorde. Vill inte specificera mera, vare nog sagt att hon framstår som ytterst kompetent, inte minst inkännande = empatisk.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624259
297839,"2018-01-10 11:56:23.233","2018-01-10 16:26:12.606",5,"Erika är en på alla sätt professionell mäklare som på ett bra sätt lyssnar in våra önskemål och behov. Hon har hjälpt oss med prisbild, planering, marknadsföring och formalia så att vi har känt oss trygga med vår mäklare. Vi kan varmtvrekommendera henne till andra",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624179
298075,"2018-01-10 17:18:46.433","2018-01-10 17:19:11.477",5,"Kunnig och effektiv.
Tillgänglig och alltid snabba återkopplingar.
Vi är mycket nöjda över vårt val som stod mellan två mäklare.",3549985,"HusmanHagberg Göteborg Centrum",2188,"Andreas Wallmark",1632044
298077,"2018-01-10 17:26:54.853","2018-01-10 17:27:13.952",5,"Snel let att diskutera trevlig i alla sammanhang . Men samtidigt veldit
PROFSIONEL . Jag var jete nyjd med
Erika hun är fantastisk 

",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624310
298080,"2018-01-10 17:29:57.731","2018-01-10 17:30:12.896",5,"Lugn, kunnig och förtroendeingivande.",3549974,"HusmanHagberg Södermalm & Gamla Stan",405,"Jerry Johnsson",1622835
298084,"2018-01-10 17:32:03.433","2018-01-10 17:32:12.163",5,"Kände till Monica sedan tidigare och hon har absolut levt upp till våra förväntningar. Snabba svar på frågor. Många goda råd och kunnig. Försäljningen blev precis som hon beskrev den vid vårt första möte. ",4013428,"HusmanHagberg Umeå",4696,"Monica Norrgård",1625020
298098,"2018-01-10 18:18:18.633","2018-01-10 18:18:58.15",5,"Mycket nöjd allt gick snabbt o smidigt o positiv mäklare",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623789
298128,"2018-01-10 19:45:50.109","2018-01-10 19:45:57.078",5,"Jag tycker att mäklarna som var involverade i affären var trevliga proffsiga och mycket kompetenta framförallt den kvinnliga och jag rekommenderar gärna Husman och Hagberg i Täby",3549979,"HusmanHagberg Täby",,,1622784
298129,"2018-01-10 19:47:57.666","2018-01-10 19:48:55.983",5,"bra och tydlig och rätt inställning till människorna.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624292
298131,"2018-01-10 19:49:39.717","2018-01-10 19:49:57.561",5,"Mycket bra och professionellt bemötande. Vi är mycket nöjda!",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623804
298135,"2018-01-10 20:07:56.904","2018-01-10 20:07:57.338",5,"Jag har bara positivt att säga och lin mäklare Susanne har hjälpt mig strålande.
Fått snabba svar och fått svar på det jag vill ha hjälp med.",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623787
298144,"2018-01-10 20:30:51.603","2018-01-10 20:30:57.302",4,"Hej!
Jag upplevde Erika som en duktig mäklare.
",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624227
298160,"2018-01-10 21:22:04.411","2018-01-10 21:22:26.024",4,"Proffsigt, levde upp till förväntan.",4013487,"HusmanHagberg Nyköping Oxelösund",,,1623785
298183,"2018-01-11 05:59:08.205","2018-01-11 05:59:26.498",5,"Hon när proffsig, vet vad hon pratat om, känner till marknaden, man känner sig väl omhändertagen, det är ett stort beslut som kund att sälja, fanns alltid tillgänglig, lämnade man meddelande återkom hon alltid. Bara gått att säga om Erika.",3549966,"HusmanHagberg Järfälla",4929,"Erika Fernström",1624166
298195,"2018-01-11 07:51:07.247","2018-01-11 07:51:25.325",5,"Proffsigt bemötande, gjorde verkligen allt i din makt för att lyckas med försäljningen ",4013428,"HusmanHagberg Umeå",4690,"Jonas Andersson",1631642
298214,"2018-01-11 08:33:32.532","2018-01-11 08:33:57.794",5,"Positiv, göad, lättsam, driven och duktig!",772106,"HusmanHagberg Enskede",4036,"Jessica Wikström",1635599
298221,"2018-01-11 09:00:16.381","2018-01-11 09:00:25.177",3,"Trevlig, ordentlig, korrekt. Kommunikation kan bli bättre, framförallt snabbare återkoppling. Utnyttja säljkanalerna mer aktivt.",4013428,"HusmanHagberg Umeå",4690,"Jonas Andersson",1631657
298225,"2018-01-11 09:05:01.726","2018-01-11 09:05:58.448",5,"Vi har erfarenhet av Dan som både köpare och säljare, vi köpte vår lägenhet av honom och valde därefter att sälja densamma med honom några år senare. Dan är väldigt proffsig och trevlig, lätt att få förtroende för och man känner sig trygg och informerad hela vägen. Han gör det där extra. Rekommenderas varmt! ",1565352,"Svenska Mäklarhuset Kungsholmen",698,"Dan Andersson",1635616
298245,"2018-01-11 09:25:59.336","2018-01-11 09:26:25.243",4,"Väl påläst och trevligt bemötande. God lokalkännedom då mäklaren själv bodde i området. ",772106,"HusmanHagberg Enskede",4036,"Jessica Wikström",1635604
298255,"2018-01-11 09:48:20.917","2018-01-11 09:48:26.58",5,"Superproffsig och trevlig, Kungsholmens bästa mäklare.",1565352,"Svenska Mäklarhuset Kungsholmen",691,"Marko Lothsson",1636010
